"bD_mean_ind","nD_mean_ind","fD_mean_ind","Ni_mean_ind","red_mean_ind","bD_sd_ind","nD_sd_ind","fD_sd_ind","Ni_sd_ind","red_sd_ind","bD_mean_spline","nD_mean_spline","fD_mean_spline","Ni_mean_spline","red_mean_spline","bD_sd_spline","nD_sd_spline","fD_sd_spline","Ni_sd_spline","red_sd_spline","bD_mean_dgp","nD_mean_dgp","fD_mean_dgp","Ni_mean_dgp","red_mean_dgp","bD_sd_dgp","nD_sd_dgp","fD_sd_dgp","Ni_sd_dgp","red_sd_dgp"
0.42795497637781,0.275692734267459,0.170594621910251,0.125757667444479,0.38666286518091,0.0901003482093081,0.0762260304734418,0.0956099329496124,0.0802841582560612,0.0646839197408832,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.581301908981937,0.2895359648469,0.0719937836695771,0.0571683425015861,0.365805745290557,0.046645390549546,0.0396768299985644,0.0400875488041991,0.0309680120083019,0.0571581791982085
0.506200649735573,0.23527845706483,0.146355881954191,0.112165011245407,0.428039459159599,0.0809700127529442,0.0677350689446675,0.084487785562196,0.0700916665897442,0.0627573492618838,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.58130199668011,0.289535888551094,0.0719938568522945,0.0571682579165012,0.365805784968891,0.0466454637079138,0.0396767964001591,0.0400876646632096,0.0309677985683194,0.0571581411991328
0.357441976556918,0.34101484546941,0.173868785364867,0.127674392608805,0.33995928784694,0.0922098569916571,0.0768602855433126,0.0968349231358433,0.080598835805472,0.060456288419845,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.581302008152807,0.289535924951356,0.0719937859310388,0.0571682809647984,0.365805589551484,0.0466452829456143,0.0396766234488767,0.0400875489116921,0.0309678460581425,0.057158213945074
0.444035269086233,0.331252222797802,0.125886825803288,0.0988256823126775,0.404669925119736,0.0727091476392591,0.0615155851793644,0.0754603546730021,0.0629424457999393,0.0604595237216229,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.5813018598176,0.289536012990646,0.0719937841176869,0.0571683430740679,0.36580574800702,0.0466454235344528,0.0396771464519556,0.0400875502516622,0.0309679089876743,0.0571583168650349
0.265910332074126,0.297499462813166,0.25504948262711,0.181540722485599,0.358702528065623,0.127317384951551,0.10537398975119,0.137572842431073,0.114793644166956,0.0683450926434937,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.581301967034486,0.289535817378851,0.0719938621975544,0.0571683533891088,0.365805587791772,0.0466455228516923,0.0396769390446143,0.0400876007029572,0.0309680038560634,0.0571581770120146
0.490482369819157,0.285150589867764,0.126018999708614,0.098348040604465,0.414500241639755,0.0709300747772863,0.0612697535611873,0.0735932611771376,0.0624173027087068,0.0610304134355449,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.581302015698683,0.289535850648674,0.0719938147436427,0.0571683189090003,0.3658057515207,0.0466453393670232,0.0396767542446274,0.0400876229574847,0.0309679714961082,0.0571581805406402
0.47201234527731,0.231591011015316,0.167679467578804,0.12871717612857,0.399161317634189,0.0897630569847185,0.0764177911252746,0.0955311851850554,0.0810255337351217,0.0643521767444222,0.449854240483493,0.174091434145791,0.155586788283647,0.220467537087069,0.210405587428597,0.105586171804369,0.0541851079396226,0.0866677126767431,0.0418064469707506,0.19225171055402,0.581301948049988,0.289535955605298,0.0719938373192459,0.0571682590254681,0.365805600788793,0.0466455780720217,0.0396769473481533,0.0400876438530213,0.030967782401493,0.0571582003039531
0.278829830329276,0.411456508100322,0.175101716172301,0.134611945398101,0.322119929573627,0.0961536725769632,0.0807285300762929,0.101420989317026,0.0849583033522915,0.060128195272723,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517936781555841,0.381121996329788,0.0567572990464474,0.0441839230679244,0.292363011718675,0.0484998597016852,0.0426130433737437,0.0366514394451099,0.0288049010718002,0.0550240364421957
0.361358277672319,0.372049410590218,0.151277743785875,0.115314567951587,0.30231480285219,0.0870551070088725,0.0732309248210712,0.0871185029101243,0.0720143791551251,0.0568634030083528,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517936792334645,0.381121874428004,0.056757360710044,0.044183972527307,0.292363123308895,0.0485000875148763,0.0426131799314697,0.0366516371820807,0.0288050245673386,0.0550242253109274
0.325406954251372,0.398924639813798,0.157628255585224,0.118040150349606,0.270546116596677,0.092162045338503,0.0765243003776008,0.0924438101980104,0.0754322166746976,0.055081362072538,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517936893763383,0.381121842770927,0.0567573521917411,0.0441839112739488,0.292363014189156,0.0484999997645936,0.0426131509438724,0.0366516698481185,0.0288048448946162,0.0550242229116796
0.326930342771742,0.396308701981961,0.156506635673647,0.120254319572649,0.391743550551211,0.0873280686251222,0.0724651878495606,0.0918224942454474,0.075819605099742,0.062853629430806,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517936919762359,0.381121792770636,0.0567573498246687,0.0441839376423364,0.292363036689513,0.0484999651184669,0.0426129841673808,0.0366515990585392,0.028804882247508,0.0550242951460815
0.320553934511262,0.379988041138917,0.171348712834308,0.128109311515512,0.287871908191817,0.0953351861787042,0.0807021906618243,0.0971751897295338,0.081756365646622,0.0571848548969078,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517936947883012,0.381121783397093,0.056757316657155,0.0441839520627408,0.292363077376362,0.0484998542754232,0.042612959274495,0.0366515573556498,0.0288049756302119,0.055024186715715
0.357296574681076,0.300494232604292,0.195369294475916,0.146839898238717,0.311329952568161,0.102838797816195,0.0871310767746877,0.109374479977925,0.0925877611812422,0.0607654415322178,0.207064805714499,0.368509667190465,0.328356921663727,0.0960686054313083,0.206300115257807,0.143687565633071,0.0780368643296496,0.125392083834483,0.0607915163858573,0.178944147845838,0.517937137467128,0.381121611449335,0.0567573073151624,0.0441839437683747,0.292363080392973,0.0484999123573586,0.0426127471271792,0.0366516137965413,0.0288049408145204,0.0550242784039683
0.318212736379067,0.402943019780296,0.159964939639437,0.1188793042012,0.286313449512584,0.089393679914717,0.0759066555224575,0.0909717624969881,0.0764303206158963,0.0564814115658118,0.0836180237018035,0.467529704867063,0.430654184151417,0.0181980872797168,0.205233689481898,0.145636930236484,0.0522216855792498,0.125821434078353,0.0298354588450845,0.16937730548668,0.490216201217752,0.412592042097911,0.0555615580086219,0.0416301986757157,0.266056499899264,0.0493815294289202,0.043973076965773,0.0349163759820071,0.0269349073023347,0.0533217483463128
0.274449860195195,0.460932163608196,0.150492607203648,0.114125368992961,0.262867860830068,0.0895248346472396,0.0758619501347744,0.0876923644859285,0.0728021880333848,0.0538196033958038,0.0836180237018035,0.467529704867063,0.430654184151417,0.0181980872797168,0.205233689481898,0.145636930236484,0.0522216855792498,0.125821434078353,0.0298354588450845,0.16937730548668,0.490216100312032,0.412592073525748,0.0555616266392238,0.0416301995229968,0.266056270379934,0.0493816533712886,0.043973130461987,0.0349164775761284,0.0269349518758203,0.0533216880734948
0.281372453672436,0.442408845415283,0.15738857171314,0.118830129199141,0.237510149827137,0.0931418335399233,0.0791288705294775,0.0916689926931346,0.0765456210254695,0.0525356029382392,0.0836180237018035,0.467529704867063,0.430654184151417,0.0181980872797168,0.205233689481898,0.145636930236484,0.0522216855792498,0.125821434078353,0.0298354588450845,0.16937730548668,0.490216270371103,0.412591993435773,0.0555615752641113,0.0416301609290123,0.26605619899854,0.0493812899267404,0.0439729850286233,0.0349163532126294,0.0269348552335411,0.0533216161096622
